date,event,value,surprise_z,surprise,regime,confidence,y10_1d,y10_5d,y10_21d,curve_1d,curve_5d,y2_1d,y2_5d,sp500_1d
2013-07-01,PCE_MOM,0.127,0.252,INLINE,GOLDILOCKS,MEDIUM,-2.0,15.0,10.0,-2.0,12.0,0.0,3.0,
2013-08-01,PCE_MOM,0.108,-0.089,INLINE,GOLDILOCKS,MEDIUM,-11.0,-16.0,4.0,-6.0,-11.0,-5.0,-5.0,
2013-09-01,PCE_MOM,0.119,0.104,INLINE,GOLDILOCKS,HIGH,8.0,12.0,-12.0,4.0,6.0,4.0,6.0,
2013-10-01,PCE_MOM,0.169,1.308,BEAT,GOLDILOCKS,HIGH,-3.0,0.0,-9.0,-1.0,-7.0,-2.0,7.0,
2013-11-01,PCE_MOM,0.166,1.073,BEAT,GOLDILOCKS,HIGH,-2.0,12.0,19.0,-1.0,13.0,-1.0,-1.0,
2013-12-01,PCE_MOM,0.106,-0.27,INLINE,GOLDILOCKS,HIGH,6.0,13.0,29.0,4.0,11.0,2.0,2.0,
2014-01-01,PCE_MOM,0.108,-0.128,INLINE,GOLDILOCKS,MEDIUM,-4.0,-3.0,-37.0,-5.0,-8.0,1.0,5.0,
2014-02-01,PCE_MOM,0.047,-1.591,MISS,DEFLATION_RISK,MEDIUM,-6.0,4.0,3.0,-2.0,8.0,-4.0,-4.0,
2014-03-01,PCE_MOM,0.148,0.734,BEAT,DEFLATION_RISK,MEDIUM,-6.0,14.0,7.0,-5.0,9.0,-1.0,5.0,
2014-04-01,PCE_MOM,0.171,1.292,BEAT,GOLDILOCKS,HIGH,5.0,-8.0,-14.0,2.0,-4.0,3.0,-4.0,
2014-05-01,PCE_MOM,0.169,0.802,BEAT,GOLDILOCKS,HIGH,-3.0,-2.0,-9.0,-4.0,-1.0,1.0,-1.0,
2014-06-01,PCE_MOM,0.113,-0.27,INLINE,GOLDILOCKS,HIGH,6.0,12.0,5.0,4.0,8.0,2.0,4.0,
2014-07-01,PCE_MOM,0.173,1.023,BEAT,GOLDILOCKS,HIGH,6.0,-1.0,0.0,4.0,-5.0,2.0,4.0,
2014-08-01,PCE_MOM,0.039,-1.998,MISS,GOLDILOCKS,HIGH,-1.0,-8.0,-10.0,-1.0,-6.0,0.0,-2.0,
2014-09-01,PCE_MOM,0.133,-0.156,INLINE,GOLDILOCKS,HIGH,7.0,13.0,17.0,2.0,7.0,5.0,6.0,
2014-10-01,PCE_MOM,0.086,-0.783,MISS,GOLDILOCKS,HIGH,2.0,-7.0,-7.0,2.0,0.0,0.0,-7.0,
2014-11-01,PCE_MOM,0.088,-0.488,INLINE,GOLDILOCKS,HIGH,1.0,-3.0,-6.0,-1.0,-4.0,2.0,1.0,
2014-12-01,PCE_MOM,0.071,-0.844,MISS,GOLDILOCKS,HIGH,6.0,4.0,-5.0,-0.0,-11.0,6.0,15.0,
2015-01-01,PCE_MOM,-0.036,-2.141,MISS,GOLDILOCKS,HIGH,-5.0,-14.0,-49.0,-4.0,-9.0,-1.0,-5.0,
2015-02-01,PCE_MOM,0.114,0.011,INLINE,GOLDILOCKS,HIGH,0.0,27.0,44.0,-2.0,9.0,2.0,18.0,
2015-03-01,PCE_MOM,0.152,0.61,BEAT,GOLDILOCKS,MEDIUM,8.0,24.0,-4.0,5.0,14.0,3.0,10.0,
2015-04-01,PCE_MOM,0.185,1.116,BEAT,GOLDILOCKS,HIGH,5.0,5.0,18.0,5.0,6.0,0.0,-1.0,
2015-05-01,PCE_MOM,0.122,0.139,INLINE,GOLDILOCKS,MEDIUM,4.0,4.0,15.0,4.0,5.0,0.0,-1.0,
2015-06-01,PCE_MOM,0.12,0.046,INLINE,GOLDILOCKS,MEDIUM,8.0,20.0,16.0,8.0,14.0,0.0,6.0,
2015-07-01,PCE_MOM,0.099,-0.134,INLINE,GOLDILOCKS,MEDIUM,-3.0,-11.0,-23.0,2.0,-2.0,-5.0,-9.0,
2015-08-01,PCE_MOM,0.08,-0.486,INLINE,GOLDILOCKS,HIGH,-4.0,-2.0,1.0,-5.0,-8.0,1.0,6.0,
2015-09-01,PCE_MOM,0.144,0.686,BEAT,GOLDILOCKS,HIGH,3.0,4.0,-12.0,1.0,-1.0,2.0,5.0,
2015-10-01,PCE_MOM,0.033,-1.268,MISS,GOLDILOCKS,MEDIUM,-6.0,7.0,15.0,0.0,6.0,-6.0,1.0,
2015-11-01,PCE_MOM,0.107,-0.063,INLINE,DEFLATION_RISK,MEDIUM,4.0,18.0,2.0,2.0,3.0,2.0,15.0,
2015-12-01,PCE_MOM,0.066,-0.769,MISS,DEFLATION_RISK,MEDIUM,3.0,9.0,12.0,0.0,6.0,3.0,3.0,
2016-01-01,PCE_MOM,0.176,1.325,BEAT,GOLDILOCKS,MEDIUM,-3.0,-14.0,-40.0,1.0,-2.0,-4.0,-12.0,
2016-02-01,PCE_MOM,0.173,1.11,BEAT,GOLDILOCKS,MEDIUM,-10.0,-22.0,-13.0,-4.0,-7.0,-6.0,-15.0,
2016-03-01,PCE_MOM,0.143,0.477,INLINE,GOLDILOCKS,MEDIUM,1.0,0.0,-5.0,1.0,-3.0,0.0,3.0,
2016-04-01,PCE_MOM,0.246,2.212,BEAT,DEFLATION_RISK,MEDIUM,-1.0,-7.0,9.0,0.0,-1.0,-1.0,-6.0,
2016-05-01,PCE_MOM,0.17,0.666,BEAT,DEFLATION_RISK,MEDIUM,5.0,-4.0,1.0,2.0,-1.0,3.0,-3.0,16.13
2016-06-01,PCE_MOM,0.104,-0.365,INLINE,GOLDILOCKS,MEDIUM,-4.0,-14.0,-36.0,-2.0,-1.0,-2.0,-13.0,5.93
2016-07-01,PCE_MOM,0.145,0.028,INLINE,GOLDILOCKS,HIGH,-9.0,-3.0,9.0,-6.0,-10.0,-3.0,7.0,-14.4
2016-08-01,PCE_MOM,0.177,0.561,BEAT,GOLDILOCKS,MEDIUM,4.0,8.0,6.0,4.0,1.0,0.0,7.0,-13.81
2016-09-01,PCE_MOM,0.133,-0.204,INLINE,GOLDILOCKS,MEDIUM,3.0,10.0,6.0,1.0,9.0,2.0,1.0,9.12
2016-10-01,PCE_MOM,0.128,-0.342,INLINE,GOLDILOCKS,MEDIUM,3.0,13.0,23.0,-0.0,7.0,3.0,6.0,-7.07
2016-11-01,PCE_MOM,0.044,-1.85,MISS,GOLDILOCKS,MEDIUM,-2.0,5.0,57.0,0.0,1.0,-2.0,4.0,-13.78
2016-12-01,PCE_MOM,0.116,-0.572,MISS,GOLDILOCKS,MEDIUM,-5.0,-5.0,0.0,-2.0,-3.0,-3.0,-2.0,0.87
2017-01-01,PCE_MOM,0.267,2.047,BEAT,GOLDILOCKS,MEDIUM,0.0,-7.0,3.0,-2.0,-8.0,2.0,1.0,19.0
2017-02-01,PCE_MOM,0.177,0.544,BEAT,GOLDILOCKS,MEDIUM,0.0,-14.0,1.0,1.0,-7.0,-1.0,-7.0,1.3
2017-03-01,PCE_MOM,-0.042,-2.187,MISS,GOLDILOCKS,MEDIUM,3.0,11.0,-4.0,0.0,4.0,3.0,7.0,-14.04
2017-04-01,PCE_MOM,0.205,0.837,BEAT,GOLDILOCKS,MEDIUM,-5.0,-2.0,-11.0,-2.0,-4.0,-3.0,2.0,-3.88
2017-05-01,PCE_MOM,0.08,-0.634,MISS,GOLDILOCKS,MEDIUM,-4.0,6.0,-12.0,-3.0,1.0,-1.0,5.0,2.84
2017-06-01,PCE_MOM,0.134,0.01,INLINE,GOLDILOCKS,MEDIUM,-6.0,-2.0,10.0,-6.0,-7.0,0.0,5.0,9.01
2017-07-01,PCE_MOM,0.073,-0.714,MISS,GOLDILOCKS,HIGH,4.0,7.0,-5.0,1.0,5.0,3.0,2.0,5.6
2017-08-01,PCE_MOM,0.108,-0.182,INLINE,GOLDILOCKS,MEDIUM,1.0,3.0,-11.0,-1.0,1.0,2.0,2.0,1.22
2017-09-01,PCE_MOM,0.122,0.036,INLINE,GOLDILOCKS,MEDIUM,-9.0,-2.0,17.0,-4.0,1.0,-5.0,-3.0,-18.7
2017-10-01,PCE_MOM,0.245,1.452,BEAT,GOLDILOCKS,HIGH,1.0,4.0,5.0,-1.0,-3.0,2.0,7.0,9.76
2017-11-01,PCE_MOM,0.049,-0.81,MISS,GOLDILOCKS,HIGH,-2.0,-5.0,0.0,-2.0,-9.0,0.0,4.0,0.49
2017-12-01,PCE_MOM,0.147,0.221,INLINE,GOLDILOCKS,HIGH,0.0,1.0,7.0,-2.0,-1.0,2.0,2.0,-2.78
2018-01-01,PCE_MOM,0.322,2.027,BEAT,GOLDILOCKS,MEDIUM,6.0,9.0,32.0,3.0,2.0,3.0,7.0,22.2
2018-02-01,PCE_MOM,0.189,0.635,BEAT,GOLDILOCKS,MEDIUM,6.0,7.0,10.0,7.0,10.0,-1.0,-3.0,-59.85
2018-03-01,PCE_MOM,0.218,0.967,BEAT,GOLDILOCKS,MEDIUM,5.0,5.0,-8.0,2.0,2.0,3.0,3.0,13.58
2018-04-01,PCE_MOM,0.18,0.501,BEAT,GOLDILOCKS,MEDIUM,-1.0,3.0,21.0,1.0,3.0,-2.0,0.0,-58.99
2018-05-01,PCE_MOM,0.175,0.185,INLINE,GOLDILOCKS,MEDIUM,0.0,0.0,-14.0,1.0,-1.0,-1.0,1.0,-19.13
2018-06-01,PCE_MOM,0.09,-0.904,MISS,GOLDILOCKS,MEDIUM,5.0,4.0,-2.0,0.0,1.0,5.0,3.0,12.25
2018-07-01,PCE_MOM,0.132,-0.4,INLINE,GOLDILOCKS,MEDIUM,2.0,1.0,11.0,-3.0,-4.0,5.0,5.0,8.34
2018-08-01,PCE_MOM,0.01,-1.77,MISS,GOLDILOCKS,MEDIUM,-2.0,-4.0,-14.0,-1.0,-5.0,-1.0,1.0,13.86
2018-09-01,PCE_MOM,0.185,0.087,INLINE,GOLDILOCKS,MEDIUM,4.0,8.0,19.0,0.0,-3.0,4.0,11.0,-4.8
2018-10-01,PCE_MOM,0.158,-0.109,INLINE,GOLDILOCKS,LOW,-4.0,12.0,6.0,-4.0,6.0,0.0,6.0,-1.16
2018-11-01,PCE_MOM,0.186,0.105,INLINE,DEFLATION_RISK,LOW,8.0,10.0,-23.0,1.0,-4.0,7.0,14.0,-17.31
2018-12-01,PCE_MOM,0.175,-0.044,INLINE,DEFLATION_RISK,LOW,-3.0,-16.0,-45.0,-6.0,-8.0,3.0,-8.0,30.2
2019-01-01,PCE_MOM,0.131,-0.773,MISS,GOLDILOCKS,MEDIUM,-3.0,4.0,-6.0,-5.0,-6.0,2.0,10.0,3.18
2019-02-01,PCE_MOM,0.09,-1.314,MISS,DEFLATION_RISK,LOW,3.0,-7.0,2.0,2.0,-0.0,1.0,-7.0,18.34
2019-03-01,PCE_MOM,0.092,-0.964,MISS,GOLDILOCKS,MEDIUM,-4.0,-14.0,-27.0,-4.0,-4.0,0.0,-10.0,-10.88
2019-04-01,PCE_MOM,0.201,1.004,BEAT,GOLDILOCKS,MEDIUM,-1.0,3.0,3.0,2.0,0.0,-3.0,3.0,0.05
2019-05-01,PCE_MOM,0.103,-0.521,MISS,GOLDILOCKS,MEDIUM,3.0,-3.0,-38.0,-1.0,-2.0,4.0,-1.0,-6.21
2019-06-01,PCE_MOM,0.183,0.686,BEAT,GOLDILOCKS,MEDIUM,-7.0,-5.0,-11.0,6.0,5.0,-13.0,-10.0,-7.61
2019-07-01,PCE_MOM,0.114,-0.543,MISS,GOLDILOCKS,MEDIUM,-5.0,4.0,-1.0,-4.0,-10.0,-1.0,14.0,8.68
2019-08-01,PCE_MOM,0.115,-0.725,MISS,GOLDILOCKS,MEDIUM,-4.0,-18.0,-40.0,-3.0,-7.0,-1.0,-11.0,-21.51
2019-09-01,PCE_MOM,0.073,-1.147,MISS,GOLDILOCKS,MEDIUM,-3.0,13.0,15.0,0.0,5.0,-3.0,8.0,-20.19
2019-10-01,PCE_MOM,0.149,0.605,BEAT,GOLDILOCKS,MEDIUM,-5.0,-11.0,4.0,3.0,3.0,-8.0,-14.0,-52.64
2019-11-01,PCE_MOM,0.062,-1.185,MISS,GOLDILOCKS,MEDIUM,6.0,21.0,4.0,2.0,9.0,4.0,12.0,11.36
2019-12-01,PCE_MOM,0.221,2.093,BEAT,GOLDILOCKS,MEDIUM,5.0,6.0,14.0,5.0,6.0,0.0,0.0,-27.11
2020-01-01,PCE_MOM,0.177,1.19,BEAT,DEFLATION_RISK,MEDIUM,-4.0,-5.0,-41.0,-4.0,-5.0,0.0,0.0,27.07
2020-02-01,PCE_MOM,0.195,1.168,BEAT,DEFLATION_RISK,MEDIUM,3.0,8.0,-49.0,0.0,0.0,3.0,8.0,23.4
2020-03-01,PCE_MOM,-0.075,-2.527,MISS,DEFLATION_RISK,HIGH,-3.0,-39.0,-43.0,-1.0,-2.0,-2.0,-37.0,136.01
2020-04-01,PCE_MOM,-0.324,-2.916,MISS,DEFLATION_RISK,HIGH,1.0,15.0,2.0,1.0,11.0,0.0,4.0,56.4
2020-05-01,PCE_MOM,0.105,-0.066,INLINE,DEFLATION_RISK,HIGH,0.0,5.0,4.0,1.0,9.0,-1.0,-4.0,12.03
2020-06-01,PCE_MOM,0.156,0.28,INLINE,DEFLATION_RISK,HIGH,2.0,22.0,0.0,-1.0,14.0,3.0,8.0,25.09
2020-07-01,PCE_MOM,0.356,1.325,BEAT,GOLDILOCKS,HIGH,-1.0,-7.0,-14.0,0.0,-6.0,-1.0,-1.0,14.15
2020-08-01,PCE_MOM,0.292,0.782,BEAT,GOLDILOCKS,HIGH,1.0,2.0,17.0,1.0,-0.0,0.0,2.0,23.49
2020-09-01,PCE_MOM,0.159,0.007,INLINE,GOLDILOCKS,HIGH,-2.0,3.0,0.0,-3.0,2.0,1.0,1.0,54.19
2020-10-01,PCE_MOM,0.092,-0.368,INLINE,GOLDILOCKS,HIGH,2.0,10.0,19.0,3.0,11.0,-1.0,-1.0,-32.36
2020-11-01,PCE_MOM,0.093,-0.365,INLINE,GOLDILOCKS,HIGH,-1.0,-5.0,7.0,-3.0,-7.0,2.0,2.0,40.28
2020-12-01,PCE_MOM,0.276,0.655,BEAT,GOLDILOCKS,MEDIUM,3.0,0.0,1.0,4.0,3.0,-1.0,-3.0,6.56
2021-01-01,PCE_MOM,0.364,1.069,BEAT,GOLDILOCKS,HIGH,0.0,20.0,19.0,2.0,19.0,-2.0,1.0,-55.42
2021-02-01,PCE_MOM,0.207,0.257,INLINE,GOLDILOCKS,HIGH,3.0,10.0,38.0,3.0,10.0,0.0,0.0,52.45
2021-03-01,PCE_MOM,0.406,1.149,BEAT,GOLDILOCKS,HIGH,-3.0,14.0,28.0,-3.0,10.0,0.0,4.0,-31.53
2021-04-01,PCE_MOM,0.584,2.269,BEAT,REFLATION,MEDIUM,3.0,-5.0,-4.0,1.0,-2.0,2.0,-3.0,58.04
2021-05-01,PCE_MOM,0.503,1.386,BEAT,REFLATION,HIGH,-2.0,-5.0,-3.0,-2.0,-3.0,0.0,-2.0,11.49
2021-06-01,PCE_MOM,0.466,0.893,BEAT,REFLATION,HIGH,-3.0,-9.0,-17.0,-0.0,-7.0,-3.0,-2.0,6.08
2021-07-01,PCE_MOM,0.419,0.564,BEAT,REFLATION,HIGH,-4.0,-11.0,-28.0,-3.0,-9.0,-1.0,-2.0,32.4
2021-08-01,PCE_MOM,0.322,-0.129,INLINE,REFLATION,HIGH,-4.0,7.0,5.0,-2.0,5.0,-2.0,2.0,-8.1
2021-09-01,PCE_MOM,0.212,-0.83,MISS,REFLATION,HIGH,-2.0,-1.0,17.0,-2.0,-4.0,0.0,3.0,12.86
2021-10-01,PCE_MOM,0.499,0.787,BEAT,REFLATION,HIGH,1.0,13.0,8.0,1.0,8.0,0.0,5.0,-56.58
2021-11-01,PCE_MOM,0.528,0.929,BEAT,REFLATION,HIGH,-2.0,-7.0,-14.0,2.0,-2.0,-4.0,-5.0,16.98
2021-12-01,PCE_MOM,0.585,1.105,BEAT,REFLATION,HIGH,1.0,9.0,9.0,-6.0,-3.0,7.0,12.0,64.06
2022-01-01,PCE_MOM,0.501,0.141,INLINE,REFLATION,HIGH,11.0,24.0,29.0,6.0,10.0,5.0,14.0,30.38
2022-02-01,PCE_MOM,0.439,-0.403,INLINE,REFLATION,MEDIUM,-3.0,15.0,5.0,-1.0,-2.0,-2.0,17.0,42.84
2022-03-01,PCE_MOM,0.397,-0.8,MISS,REFLATION,HIGH,14.0,14.0,63.0,-5.0,-18.0,19.0,32.0,80.28
2022-04-01,PCE_MOM,0.348,-1.016,MISS,REFLATION,HIGH,3.0,33.0,58.0,4.0,24.0,-1.0,9.0,36.78
2022-05-01,PCE_MOM,0.349,-0.77,MISS,REFLATION,HIGH,10.0,23.0,-4.0,7.0,21.0,3.0,2.0,23.45
2022-06-01,PCE_MOM,0.592,1.426,BEAT,REFLATION,HIGH,-2.0,9.0,-6.0,-1.0,-3.0,-1.0,12.0,75.59
2022-07-01,PCE_MOM,0.22,-1.525,MISS,REFLATION,HIGH,-6.0,11.0,-13.0,-4.0,-12.0,-2.0,23.0,6.06
2022-08-01,PCE_MOM,0.565,0.725,BEAT,REFLATION,HIGH,15.0,17.0,51.0,-1.0,-14.0,16.0,31.0,-27.44
2022-09-01,PCE_MOM,0.444,-0.244,INLINE,REFLATION,HIGH,-6.0,7.0,41.0,5.0,2.0,-11.0,5.0,-42.59
2022-10-01,PCE_MOM,0.359,-0.72,MISS,REFLATION,HIGH,-16.0,6.0,24.0,-6.0,-2.0,-10.0,8.0,92.81
2022-11-01,PCE_MOM,0.288,-1.086,MISS,REFLATION,HIGH,3.0,7.0,-56.0,-4.0,-6.0,7.0,13.0,-96.41
2022-12-01,PCE_MOM,0.354,-0.215,INLINE,REFLATION,MEDIUM,-2.0,-5.0,26.0,-5.0,-11.0,3.0,6.0,-4.87
2023-01-01,PCE_MOM,0.473,0.885,BEAT,REFLATION,HIGH,-9.0,-35.0,-49.0,-8.0,-13.0,-1.0,-22.0,-15.36
2023-02-01,PCE_MOM,0.361,0.007,INLINE,REFLATION,HIGH,1.0,24.0,58.0,1.0,-12.0,0.0,36.0,60.55
2023-03-01,PCE_MOM,0.327,-0.271,INLINE,REFLATION,HIGH,7.0,-3.0,-46.0,7.0,-19.0,0.0,16.0,29.96
2023-04-01,PCE_MOM,0.354,-0.025,INLINE,REFLATION,HIGH,-5.0,-9.0,11.0,4.0,-0.0,-9.0,-9.0,15.2
2023-05-01,PCE_MOM,0.294,-0.562,MISS,REFLATION,HIGH,-15.0,-7.0,5.0,2.0,7.0,-17.0,-14.0,-48.29
2023-06-01,PCE_MOM,0.258,-0.999,MISS,REFLATION,MEDIUM,8.0,12.0,25.0,-9.0,-7.0,17.0,19.0,61.35
2023-07-01,PCE_MOM,0.139,-1.972,MISS,REFLATION,HIGH,5.0,20.0,24.0,-2.0,22.0,7.0,-2.0,5.21
2023-08-01,PCE_MOM,0.111,-2.146,MISS,REFLATION,HIGH,3.0,-3.0,7.0,7.0,15.0,-4.0,-18.0,-63.34
2023-09-01,PCE_MOM,0.308,-0.096,INLINE,REFLATION,MEDIUM,9.0,11.0,63.0,2.0,1.0,7.0,10.0,-18.94
2023-10-01,PCE_MOM,0.152,-1.407,MISS,REFLATION,MEDIUM,10.0,19.0,29.0,1.0,14.0,9.0,5.0,0.34
2023-11-01,PCE_MOM,0.111,-1.628,MISS,REFLATION,MEDIUM,-10.0,-28.0,-55.0,-13.0,-26.0,3.0,-2.0,79.92
2023-12-01,PCE_MOM,0.181,-0.814,MISS,REFLATION,MEDIUM,6.0,1.0,-31.0,-2.0,-14.0,8.0,15.0,-24.85
2024-01-01,PCE_MOM,0.518,1.946,BEAT,REFLATION,LOW,7.0,13.0,11.0,-3.0,0.0,10.0,13.0,-27.0
2024-02-01,PCE_MOM,0.264,0.026,INLINE,STAGFLATION_RISK,LOW,16.0,28.0,35.0,0.0,2.0,16.0,26.0,52.42
2024-03-01,PCE_MOM,0.388,1.018,BEAT,STAGFLATION_RISK,LOW,3.0,-10.0,17.0,-4.0,-4.0,7.0,-6.0,-6.13
2024-04-01,PCE_MOM,0.242,-0.066,INLINE,REFLATION,LOW,3.0,9.0,36.0,5.0,3.0,-2.0,6.0,-37.96
2024-05-01,PCE_MOM,0.065,-1.121,MISS,REFLATION,LOW,-5.0,-15.0,-12.0,4.0,-3.0,-9.0,-12.0,45.81
2024-06-01,PCE_MOM,0.24,0.226,INLINE,REFLATION,LOW,-10.0,-8.0,-8.0,-3.0,-6.0,-7.0,-2.0,5.89
2024-07-01,PCE_MOM,0.191,-0.193,INLINE,STAGFLATION_RISK,LOW,-5.0,-18.0,-39.0,-2.0,-3.0,-3.0,-15.0,33.92
2024-08-01,PCE_MOM,0.177,-0.314,INLINE,STAGFLATION_RISK,LOW,-19.0,0.0,-8.0,9.0,12.0,-28.0,-12.0,-100.12
2024-09-01,PCE_MOM,0.275,0.481,INLINE,REFLATION,LOW,-7.0,-21.0,-17.0,-4.0,2.0,-3.0,-23.0,-119.47
2024-10-01,PCE_MOM,0.296,0.458,INLINE,STAGFLATION_RISK,LOW,5.0,30.0,54.0,3.0,-7.0,2.0,37.0,0.79
2024-11-01,PCE_MOM,0.105,-1.117,MISS,REFLATION,LOW,-6.0,-7.0,-18.0,-2.0,-12.0,-4.0,5.0,-16.11
2024-12-01,PCE_MOM,0.189,-0.43,INLINE,REFLATION,LOW,1.0,-3.0,40.0,-3.0,0.0,4.0,-3.0,14.77
2025-01-01,PCE_MOM,0.315,0.82,BEAT,STAGFLATION_RISK,LOW,-1.0,9.0,0.0,-1.0,6.0,0.0,3.0,-13.08
2025-02-01,PCE_MOM,0.448,1.881,BEAT,STAGFLATION_RISK,LOW,-4.0,-9.0,-36.0,-8.0,-16.0,4.0,7.0,-45.96
2025-03-01,PCE_MOM,0.097,-1.099,MISS,STAGFLATION_RISK,LOW,-8.0,8.0,-1.0,-5.0,8.0,-3.0,0.0,-104.78
2025-04-01,PCE_MOM,0.188,-0.02,INLINE,REFLATION,LOW,3.0,9.0,8.0,-1.0,25.0,4.0,-16.0,37.9
2025-05-01,PCE_MOM,0.229,0.201,INLINE,REFLATION,LOW,8.0,12.0,21.0,-5.0,-8.0,13.0,20.0,82.53
2025-06-01,PCE_MOM,0.263,0.547,BEAT,REFLATION,LOW,5.0,10.0,-15.0,0.0,-5.0,5.0,15.0,24.25
2025-07-01,PCE_MOM,0.245,0.081,INLINE,REFLATION,LOW,4.0,8.0,11.0,4.0,0.0,0.0,8.0,29.41
2025-08-01,PCE_MOM,0.225,-0.134,INLINE,REFLATION,LOW,-1.0,4.0,5.0,-1.0,-3.0,0.0,7.0,91.93
2025-09-01,PCE_MOM,0.189,-0.397,INLINE,REFLATION,LOW,5.0,-18.0,-7.0,-2.0,-8.0,7.0,-10.0,-44.72
2025-10-01,PCE_MOM,0.228,0.016,INLINE,STAGFLATION_RISK,MEDIUM,-2.0,1.0,-1.0,-2.0,-2.0,0.0,3.0,4.15
2025-11-01,PCE_MOM,0.178,-0.564,MISS,STAGFLATION_RISK,LOW,2.0,0.0,-5.0,2.0,5.0,0.0,-5.0,11.77
2025-12-01,PCE_MOM,0.327,1.11,BEAT,STAGFLATION_RISK,LOW,0.0,8.0,9.0,3.0,5.0,-3.0,3.0,16.74
2026-01-01,PCE_MOM,0.393,1.693,BEAT,REFLATION,LOW,1.0,1.0,11.0,1.0,-1.0,0.0,2.0,12.97
2026-02-01,PCE_MOM,0.367,1.649,BEAT,STAGFLATION_RISK,LOW,3.0,-4.0,-20.0,-2.0,-2.0,5.0,-2.0,37.41
2005-01-01,NFP,151.0,0.119,INLINE,GOLDILOCKS,MEDIUM,-1.0,5.0,-9.0,-3.0,-7.0,2.0,12.0,
2005-02-01,NFP,253.0,1.0,BEAT,GOLDILOCKS,MEDIUM,0.0,-10.0,24.0,-3.0,-14.0,3.0,4.0,
2005-03-01,NFP,120.0,-0.196,INLINE,GOLDILOCKS,MEDIUM,0.0,0.0,12.0,2.0,-3.0,-2.0,3.0,
2005-04-01,NFP,366.0,2.125,BEAT,GOLDILOCKS,LOW,1.0,4.0,-25.0,2.0,2.0,-1.0,2.0,
2005-05-01,NFP,169.0,0.301,INLINE,GOLDILOCKS,LOW,0.0,7.0,-21.0,2.0,0.0,-2.0,7.0,
2005-06-01,NFP,259.0,1.063,BEAT,GOLDILOCKS,MEDIUM,-2.0,4.0,3.0,-4.0,-6.0,2.0,10.0,
2005-07-01,NFP,352.0,1.815,BEAT,GOLDILOCKS,MEDIUM,5.0,5.0,28.0,2.0,0.0,3.0,5.0,
2005-08-01,NFP,202.0,0.167,INLINE,GOLDILOCKS,MEDIUM,2.0,10.0,-16.0,0.0,-2.0,2.0,12.0,
2005-09-01,NFP,50.0,-1.248,MISS,GOLDILOCKS,LOW,1.0,12.0,37.0,-2.0,-4.0,3.0,16.0,
2005-10-01,NFP,89.0,-0.68,MISS,GOLDILOCKS,LOW,5.0,1.0,24.0,2.0,1.0,3.0,0.0,
2005-11-01,NFP,356.0,1.566,BEAT,GOLDILOCKS,LOW,3.0,-1.0,-6.0,2.0,-2.0,1.0,1.0,
2005-12-01,NFP,162.0,-0.22,INLINE,GOLDILOCKS,MEDIUM,0.0,-5.0,-15.0,2.0,3.0,-2.0,-8.0,
2006-01-01,NFP,268.0,0.381,INLINE,GOLDILOCKS,HIGH,-2.0,-1.0,18.0,5.0,4.0,-7.0,-5.0,
2006-02-01,NFP,306.0,0.693,BEAT,GOLDILOCKS,MEDIUM,0.0,-1.0,11.0,0.0,-6.0,0.0,5.0,
2006-03-01,NFP,305.0,0.392,INLINE,GOLDILOCKS,MEDIUM,5.0,14.0,27.0,4.0,13.0,1.0,1.0,
2006-04-01,NFP,172.0,-0.588,MISS,GOLDILOCKS,LOW,2.0,11.0,26.0,-2.0,4.0,4.0,7.0,
2006-05-01,NFP,39.0,-1.706,MISS,REFLATION,LOW,-2.0,-2.0,-2.0,0.0,-5.0,-2.0,3.0,
2006-06-01,NFP,88.0,-0.848,MISS,REFLATION,LOW,-11.0,-11.0,4.0,1.0,-8.0,-12.0,-3.0,
2006-07-01,NFP,192.0,0.094,INLINE,REFLATION,LOW,0.0,-2.0,-16.0,-1.0,-3.0,1.0,1.0,
2006-08-01,NFP,163.0,-0.042,INLINE,STAGFLATION_RISK,LOW,-3.0,-6.0,-23.0,-3.0,-0.0,0.0,-6.0,
2006-09-01,NFP,134.0,-0.337,INLINE,REFLATION,LOW,5.0,7.0,-11.0,2.0,1.0,3.0,6.0,
2006-10-01,NFP,17.0,-1.396,MISS,REFLATION,LOW,-2.0,6.0,-3.0,3.0,3.0,-5.0,3.0,
2006-11-01,NFP,217.0,0.525,BEAT,GOLDILOCKS,LOW,3.0,7.0,-14.0,2.0,-2.0,1.0,9.0,
2006-12-01,NFP,189.0,0.09,INLINE,GOLDILOCKS,LOW,0.0,13.0,24.0,0.0,-3.0,0.0,16.0,
2007-01-01,NFP,223.0,0.467,INLINE,GOLDILOCKS,LOW,-3.0,-5.0,12.0,-1.0,-1.0,-2.0,-4.0,
2007-02-01,NFP,88.0,-0.958,MISS,REFLATION,LOW,-1.0,-11.0,-33.0,1.0,-2.0,-2.0,-9.0,
2007-03-01,NFP,224.0,0.785,BEAT,GOLDILOCKS,LOW,-4.0,-5.0,9.0,3.0,2.0,-7.0,-7.0,
2007-04-01,NFP,63.0,-1.138,MISS,GOLDILOCKS,LOW,0.0,11.0,-2.0,-2.0,-6.0,2.0,17.0,
2007-05-01,NFP,145.0,-0.131,INLINE,GOLDILOCKS,LOW,1.0,-1.0,26.0,-1.0,-6.0,2.0,5.0,
2007-06-01,NFP,78.0,-1.096,MISS,GOLDILOCKS,LOW,-2.0,17.0,5.0,-2.0,13.0,0.0,4.0,
